code,market,dt,open,high,low,close,volume,amount,open_interest
601006.SH,stock,2022-02-22,5.4,5.42,5.36,5.41,29983268.0,207732473.0,0.0
601006.SH,stock,2022-02-23,5.43,5.43,5.28,5.34,72263351.0,494913222.0,0.0
601006.SH,stock,2022-02-24,5.32,5.35,5.23,5.26,55604537.0,377273055.0,0.0
601006.SH,stock,2022-02-25,5.28,5.35,5.28,5.32,38706586.0,264111126.0,0.0
601006.SH,stock,2022-02-28,5.32,5.34,5.24,5.3,112300167.0,763781091.0,0.0
601006.SH,stock,2022-03-01,5.28,5.31,5.25,5.3,34819511.0,236248931.0,0.0
601006.SH,stock,2022-03-02,5.28,5.39,5.27,5.36,40064172.0,275070852.0,0.0
601006.SH,stock,2022-03-03,5.38,5.46,5.35,5.45,48677036.0,339490244.0,0.0
601006.SH,stock,2022-03-04,5.41,5.47,5.37,5.45,45368108.0,316070264.0,0.0
601006.SH,stock,2022-03-07,5.41,5.48,5.36,5.39,37376038.0,259549500.0,0.0
601006.SH,stock,2022-03-08,5.39,5.39,5.25,5.28,34408603.0,234653084.0,0.0
601006.SH,stock,2022-03-09,5.3,5.33,5.04,5.2,62138667.0,413933525.0,0.0
601006.SH,stock,2022-03-10,5.28,5.37,5.22,5.28,58285534.0,397129988.0,0.0
601006.SH,stock,2022-03-11,5.26,5.31,5.14,5.28,39784077.0,267091809.0,0.0
601006.SH,stock,2022-03-14,5.23,5.36,5.18,5.21,47756238.0,323379191.0,0.0
601006.SH,stock,2022-03-15,5.18,5.19,4.91,4.94,89201166.0,574940349.0,0.0
601006.SH,stock,2022-03-16,4.99,5.17,4.89,5.12,79354142.0,512953739.0,0.0
601006.SH,stock,2022-03-17,5.13,5.16,5.03,5.03,61774868.0,403037319.0,0.0
601006.SH,stock,2022-03-18,5.03,5.18,5.02,5.18,71680960.0,472919468.0,0.0
601006.SH,stock,2022-03-21,5.14,5.16,5.07,5.13,43842678.0,287947431.0,0.0
601006.SH,stock,2022-03-22,5.18,5.25,5.14,5.18,38013237.0,253614442.0,0.0
601006.SH,stock,2022-03-23,5.15,5.18,5.1,5.14,29648371.0,195729317.0,0.0
601006.SH,stock,2022-03-24,5.14,5.21,5.11,5.16,31430581.0,208972482.0,0.0
601006.SH,stock,2022-03-25,5.14,5.19,5.13,5.14,22085241.0,146490559.0,0.0
601006.SH,stock,2022-03-28,5.13,5.22,5.07,5.21,45465378.0,301447012.0,0.0
601006.SH,stock,2022-03-29,5.2,5.32,5.17,5.28,56186890.0,379401146.0,0.0
601006.SH,stock,2022-03-30,5.28,5.33,5.25,5.28,36267214.0,246719043.0,0.0
601006.SH,stock,2022-03-31,5.28,5.36,5.27,5.35,42350154.0,289983312.0,0.0
601006.SH,stock,2022-04-01,5.32,5.39,5.31,5.35,33325941.0,228908634.0,0.0
601006.SH,stock,2022-04-06,5.35,5.41,5.35,5.41,40638311.0,281259928.0,0.0
601006.SH,stock,2022-04-07,5.4,5.42,5.31,5.31,33408665.0,229974573.0,0.0
601006.SH,stock,2022-04-08,5.31,5.39,5.29,5.37,36568912.0,251051658.0,0.0
601006.SH,stock,2022-04-11,5.37,5.44,5.32,5.36,67027757.0,464277284.0,0.0
601006.SH,stock,2022-04-12,5.33,5.42,5.3,5.41,41765170.0,287962933.0,0.0
601006.SH,stock,2022-04-13,5.38,5.46,5.37,5.39,45425786.0,316066675.0,0.0
601006.SH,stock,2022-04-14,5.38,5.39,5.28,5.31,53940990.0,368770396.0,0.0
601006.SH,stock,2022-04-15,5.26,5.31,5.23,5.26,56289834.0,381440728.0,0.0
601006.SH,stock,2022-04-18,5.28,5.35,5.21,5.31,35957580.0,244815145.0,0.0
601006.SH,stock,2022-04-19,5.29,5.45,5.28,5.44,60358629.0,418947661.0,0.0
601006.SH,stock,2022-04-20,5.46,5.49,5.38,5.39,47419261.0,331171173.0,0.0
601006.SH,stock,2022-04-21,5.39,5.45,5.35,5.39,50891670.0,352985732.0,0.0
601006.SH,stock,2022-04-22,5.37,5.48,5.35,5.45,48757556.0,341203232.0,0.0
601006.SH,stock,2022-04-25,5.43,5.51,5.38,5.39,70332921.0,492980841.0,0.0
601006.SH,stock,2022-04-26,5.35,5.44,5.29,5.31,46892044.0,323178261.0,0.0
601006.SH,stock,2022-04-27,5.28,5.39,5.24,5.39,58076811.0,397364010.0,0.0
601006.SH,stock,2022-04-28,5.31,5.35,5.13,5.29,70254191.0,471636935.0,0.0
601006.SH,stock,2022-04-29,5.25,5.28,5.17,5.18,54836896.0,366997979.0,0.0
601006.SH,stock,2022-05-05,5.21,5.24,5.12,5.13,52886319.0,350394703.0,0.0
601006.SH,stock,2022-05-06,5.1,5.12,5.02,5.06,41874163.0,272319275.0,0.0
601006.SH,stock,2022-05-09,5.06,5.13,5.03,5.12,21861373.0,143087763.0,0.0
601006.SH,stock,2022-05-10,5.08,5.12,5.03,5.07,39765566.0,259004250.0,0.0
601006.SH,stock,2022-05-11,5.07,5.11,5.07,5.08,32595827.0,212887087.0,0.0
601006.SH,stock,2022-05-12,5.07,5.09,5.05,5.07,30204489.0,196615848.0,0.0
601006.SH,stock,2022-05-13,5.08,5.13,5.07,5.12,34439800.0,226001887.0,0.0
601006.SH,stock,2022-05-16,5.11,5.13,5.07,5.1,20957190.0,137243771.0,0.0
601006.SH,stock,2022-05-17,5.1,5.12,5.08,5.08,16533338.0,108214693.0,0.0
601006.SH,stock,2022-05-18,5.1,5.1,5.04,5.06,32616272.0,212339168.0,0.0
601006.SH,stock,2022-05-19,5.03,5.07,5.01,5.05,36749021.0,237925792.0,0.0
601006.SH,stock,2022-05-20,5.04,5.13,5.04,5.11,30478932.0,199736899.0,0.0
601006.SH,stock,2022-05-23,5.11,5.14,5.1,5.13,25208262.0,165801070.0,0.0
601006.SH,stock,2022-05-24,5.14,5.14,5.09,5.1,28757222.0,188995822.0,0.0
601006.SH,stock,2022-05-25,5.1,5.18,5.09,5.17,31262312.0,207130560.0,0.0
601006.SH,stock,2022-05-26,5.19,5.26,5.18,5.24,39777781.0,266610082.0,0.0
601006.SH,stock,2022-05-27,5.25,5.28,5.21,5.26,28804382.0,194035270.0,0.0
601006.SH,stock,2022-05-30,5.27,5.31,5.2,5.22,24393971.0,164144860.0,0.0
601006.SH,stock,2022-05-31,5.22,5.28,5.2,5.22,29386524.0,197578061.0,0.0
601006.SH,stock,2022-06-01,5.21,5.24,5.18,5.21,31200987.0,208945263.0,0.0
601006.SH,stock,2022-06-02,5.21,5.23,5.18,5.19,14872783.0,99398362.0,0.0
601006.SH,stock,2022-06-06,5.18,5.19,5.11,5.14,47523434.0,313482325.0,0.0
601006.SH,stock,2022-06-07,5.14,5.17,5.12,5.14,26550206.0,175374073.0,0.0
601006.SH,stock,2022-06-08,5.14,5.21,5.13,5.21,32201265.0,213513437.0,0.0
601006.SH,stock,2022-06-09,5.2,5.25,5.19,5.24,39945238.0,268206419.0,0.0
601006.SH,stock,2022-06-10,5.21,5.24,5.19,5.22,32387078.0,217110362.0,0.0
601006.SH,stock,2022-06-13,5.21,5.21,5.14,5.15,42215480.0,279916774.0,0.0
601006.SH,stock,2022-06-14,5.15,5.2,5.13,5.19,28824516.0,190877227.0,0.0
601006.SH,stock,2022-06-15,5.19,5.28,5.17,5.22,45241847.0,304673397.0,0.0
601006.SH,stock,2022-06-16,5.22,5.24,5.15,5.15,37974523.0,252687970.0,0.0
601006.SH,stock,2022-06-17,5.14,5.18,5.14,5.17,26363193.0,174704144.0,0.0
601006.SH,stock,2022-06-20,5.17,5.18,5.1,5.12,41985303.0,276744240.0,0.0
601006.SH,stock,2022-06-21,5.14,5.16,5.12,5.14,21051662.0,139133220.0,0.0
601006.SH,stock,2022-06-22,5.14,5.15,5.11,5.11,14863941.0,97956856.0,0.0
601006.SH,stock,2022-06-23,5.11,5.13,5.1,5.13,25699076.0,168783680.0,0.0
601006.SH,stock,2022-06-24,5.14,5.14,5.09,5.1,35258833.0,231551535.0,0.0
601006.SH,stock,2022-06-27,5.11,5.12,5.09,5.1,32136630.0,210758736.0,0.0
601006.SH,stock,2022-06-28,5.1,5.11,5.07,5.1,43434930.0,284015524.0,0.0
601006.SH,stock,2022-06-29,5.1,5.14,5.1,5.12,36757406.0,241931896.0,0.0
601006.SH,stock,2022-06-30,5.14,5.16,5.11,5.13,42281966.0,278899069.0,0.0
601006.SH,stock,2022-07-01,5.14,5.15,5.13,5.14,24614298.0,162673456.0,0.0
601006.SH,stock,2022-07-04,5.15,5.17,5.14,5.17,34234776.0,226846834.0,0.0
601006.SH,stock,2022-07-05,5.17,5.22,5.17,5.2,49016384.0,327496295.0,0.0
601006.SH,stock,2022-07-06,5.2,5.21,5.13,5.16,60841275.0,403418064.0,0.0
601006.SH,stock,2022-07-07,5.16,5.18,5.08,5.08,72164793.0,439789459.0,0.0
601006.SH,stock,2022-07-08,5.11,5.12,5.08,5.08,33516615.0,203368896.0,0.0
601006.SH,stock,2022-07-11,5.08,5.09,5.07,5.07,22807935.0,138023306.0,0.0
601006.SH,stock,2022-07-12,5.08,5.13,5.07,5.1,20948904.0,127536032.0,0.0
601006.SH,stock,2022-07-13,5.1,5.14,5.09,5.11,20222428.0,123447790.0,0.0
601006.SH,stock,2022-07-14,5.13,5.13,5.08,5.12,20578404.0,125252549.0,0.0
601006.SH,stock,2022-07-15,5.12,5.13,5.05,5.05,21328912.0,129263269.0,0.0
601006.SH,stock,2022-07-18,5.08,5.1,5.06,5.08,14838591.0,89952234.0,0.0
601006.SH,stock,2022-07-19,5.08,5.1,5.08,5.08,15792547.0,95788299.0,0.0
601006.SH,stock,2022-07-20,5.1,5.1,5.08,5.1,11604665.0,70420864.0,0.0
601006.SH,stock,2022-07-21,5.09,5.1,5.05,5.06,18492692.0,111850701.0,0.0
601006.SH,stock,2022-07-22,5.07,5.08,5.06,5.08,10980944.0,66376311.0,0.0
601006.SH,stock,2022-07-25,5.09,5.09,5.06,5.07,9000832.0,54410961.0,0.0
601006.SH,stock,2022-07-26,5.07,5.1,5.06,5.08,15526136.0,94074803.0,0.0
601006.SH,stock,2022-07-27,5.08,5.1,5.07,5.07,12990235.0,78669298.0,0.0
601006.SH,stock,2022-07-28,5.08,5.08,5.06,5.07,17998519.0,108867500.0,0.0
601006.SH,stock,2022-07-29,5.08,5.09,5.06,5.08,17606185.0,106534489.0,0.0
601006.SH,stock,2022-08-01,5.07,5.08,5.05,5.05,15730845.0,94884169.0,0.0
601006.SH,stock,2022-08-02,5.05,5.06,4.99,5.01,35635008.0,212783715.0,0.0
601006.SH,stock,2022-08-03,5.03,5.12,5.01,5.08,46779165.0,283467833.0,0.0
601006.SH,stock,2022-08-04,5.08,5.11,5.06,5.11,19817819.0,120135669.0,0.0
601006.SH,stock,2022-08-05,5.11,5.13,5.08,5.13,16183725.0,98598326.0,0.0
601006.SH,stock,2022-08-08,5.13,5.13,5.09,5.1,12310611.0,74963291.0,0.0
601006.SH,stock,2022-08-09,5.1,5.18,5.09,5.18,34413731.0,211230163.0,0.0
601006.SH,stock,2022-08-10,5.18,5.18,5.13,5.15,13560226.0,83218567.0,0.0
601006.SH,stock,2022-08-11,5.16,5.18,5.14,5.18,15046999.0,92730255.0,0.0
601006.SH,stock,2022-08-12,5.18,5.23,5.17,5.22,22209643.0,137716059.0,0.0
601006.SH,stock,2022-08-15,5.2,5.24,5.18,5.22,20102647.0,124830971.0,0.0
601006.SH,stock,2022-08-16,5.22,5.24,5.19,5.19,17676834.0,109930033.0,0.0
601006.SH,stock,2022-08-17,5.21,5.24,5.18,5.23,15985707.0,99631038.0,0.0
601006.SH,stock,2022-08-18,5.23,5.24,5.19,5.22,11269080.0,69999533.0,0.0
601006.SH,stock,2022-08-19,5.22,5.29,5.21,5.25,28219874.0,176914550.0,0.0
601006.SH,stock,2022-08-22,5.25,5.3,5.24,5.26,23083244.0,145284589.0,0.0
601006.SH,stock,2022-08-23,5.27,5.29,5.23,5.29,22538960.0,141469826.0,0.0
601006.SH,stock,2022-08-24,5.27,5.3,5.23,5.24,27006611.0,169583016.0,0.0
601006.SH,stock,2022-08-25,5.25,5.35,5.24,5.34,36610691.0,232132530.0,0.0
601006.SH,stock,2022-08-26,5.34,5.36,5.31,5.34,23813960.0,151518612.0,0.0
601006.SH,stock,2022-08-29,5.32,5.37,5.3,5.36,20152446.0,128458824.0,0.0
601006.SH,stock,2022-08-30,5.37,5.43,5.35,5.41,43711078.0,281782043.0,0.0
601006.SH,stock,2022-08-31,5.4,5.45,5.39,5.41,35606311.0,230083308.0,0.0
601006.SH,stock,2022-09-01,5.43,5.52,5.41,5.49,52934298.0,346309571.0,0.0
601006.SH,stock,2022-09-02,5.49,5.5,5.39,5.45,37688698.0,244785365.0,0.0
601006.SH,stock,2022-09-05,5.46,5.56,5.44,5.54,43177811.0,283919908.0,0.0
601006.SH,stock,2022-09-06,5.55,5.57,5.49,5.55,37534586.0,248183134.0,0.0
601006.SH,stock,2022-09-07,5.55,5.57,5.51,5.55,30849712.0,203964767.0,0.0
601006.SH,stock,2022-09-08,5.55,5.6,5.51,5.6,36911466.0,244796753.0,0.0
601006.SH,stock,2022-09-09,5.59,5.63,5.57,5.6,29916971.0,199825421.0,0.0
601006.SH,stock,2022-09-13,5.6,5.67,5.59,5.65,41693629.0,280178127.0,0.0
601006.SH,stock,2022-09-14,5.63,5.65,5.59,5.62,30985526.0,207465022.0,0.0
601006.SH,stock,2022-09-15,5.62,5.74,5.62,5.74,69322739.0,471096854.0,0.0
601006.SH,stock,2022-09-16,5.74,5.75,5.56,5.6,66363229.0,445442076.0,0.0
601006.SH,stock,2022-09-19,5.58,5.68,5.51,5.67,57646305.0,385813754.0,0.0
601006.SH,stock,2022-09-20,5.69,5.7,5.62,5.65,29639789.0,199807860.0,0.0
601006.SH,stock,2022-09-21,5.67,5.72,5.61,5.69,33357304.0,225884715.0,0.0
601006.SH,stock,2022-09-22,5.67,5.69,5.62,5.67,29584860.0,199581853.0,0.0
601006.SH,stock,2022-09-23,5.66,5.76,5.66,5.68,43297132.0,294637298.0,0.0
601006.SH,stock,2022-09-26,5.65,5.72,5.57,5.6,44376788.0,297534782.0,0.0
601006.SH,stock,2022-09-27,5.6,5.68,5.5,5.65,45359352.0,303160813.0,0.0
601006.SH,stock,2022-09-28,5.65,5.69,5.6,5.65,28986132.0,195445052.0,0.0
601006.SH,stock,2022-09-29,5.66,5.7,5.57,5.6,24111159.0,161601124.0,0.0
601006.SH,stock,2022-09-30,5.6,5.69,5.59,5.68,26966146.0,181805322.0,0.0
601006.SH,stock,2022-10-10,5.62,5.72,5.62,5.63,53701910.0,363096912.0,0.0
601006.SH,stock,2022-10-11,5.63,5.69,5.59,5.66,31615211.0,212413902.0,0.0
601006.SH,stock,2022-10-12,5.66,5.7,5.61,5.67,26832134.0,181121985.0,0.0
601006.SH,stock,2022-10-13,5.67,5.69,5.6,5.62,26142771.0,175319074.0,0.0
601006.SH,stock,2022-10-14,5.65,5.67,5.6,5.61,32099189.0,215421569.0,0.0
601006.SH,stock,2022-10-17,5.62,5.83,5.61,5.75,60360329.0,412027682.0,0.0
601006.SH,stock,2022-10-18,5.76,5.91,5.75,5.87,63492082.0,443021084.0,0.0
601006.SH,stock,2022-10-19,5.88,5.88,5.78,5.8,28453659.0,197538211.0,0.0
601006.SH,stock,2022-10-20,5.8,5.83,5.69,5.7,37274185.0,254665724.0,0.0
601006.SH,stock,2022-10-21,5.69,5.82,5.69,5.75,26600284.0,182646135.0,0.0
601006.SH,stock,2022-10-24,5.79,5.79,5.56,5.58,45436649.0,305156681.0,0.0
601006.SH,stock,2022-10-25,5.56,5.62,5.52,5.58,36809028.0,244384099.0,0.0
601006.SH,stock,2022-10-26,5.57,5.61,5.46,5.54,48290163.0,318495265.0,0.0
601006.SH,stock,2022-10-27,5.51,5.57,5.49,5.56,31360283.0,206977739.0,0.0
601006.SH,stock,2022-10-28,5.53,5.55,5.44,5.45,40718664.0,266172774.0,0.0
601006.SH,stock,2022-10-31,5.45,5.49,5.34,5.38,49825545.0,320471024.0,0.0
601006.SH,stock,2022-11-01,5.34,5.44,5.34,5.42,35851024.0,230577868.0,0.0
601006.SH,stock,2022-11-02,5.42,5.54,5.4,5.49,28913102.0,189392359.0,0.0
601006.SH,stock,2022-11-03,5.49,5.53,5.46,5.52,21169808.0,138754700.0,0.0
601006.SH,stock,2022-11-04,5.54,5.58,5.5,5.55,27786751.0,183867503.0,0.0
601006.SH,stock,2022-11-07,5.54,5.55,5.49,5.53,20209614.0,132977170.0,0.0
601006.SH,stock,2022-11-08,5.54,5.55,5.48,5.53,21165081.0,139063313.0,0.0
601006.SH,stock,2022-11-09,5.5,5.56,5.48,5.49,17179827.0,112991418.0,0.0
601006.SH,stock,2022-11-10,5.49,5.56,5.44,5.55,34402423.0,226355032.0,0.0
601006.SH,stock,2022-11-11,5.58,5.59,5.52,5.55,28562358.0,189210313.0,0.0
601006.SH,stock,2022-11-14,5.55,5.6,5.54,5.58,27324316.0,181792968.0,0.0
601006.SH,stock,2022-11-15,5.55,5.55,5.44,5.48,55323074.0,361637887.0,0.0
601006.SH,stock,2022-11-16,5.49,5.54,5.48,5.5,27986134.0,184057440.0,0.0
601006.SH,stock,2022-11-17,5.48,5.53,5.45,5.46,25602308.0,167292109.0,0.0
601006.SH,stock,2022-11-18,5.48,5.49,5.44,5.44,23181500.0,150834348.0,0.0
601006.SH,stock,2022-11-21,5.44,5.46,5.38,5.39,23861110.0,153945130.0,0.0
601006.SH,stock,2022-11-22,5.39,5.58,5.39,5.56,59881356.0,393375335.0,0.0
601006.SH,stock,2022-11-23,5.56,5.66,5.53,5.61,48563407.0,324553727.0,0.0
601006.SH,stock,2022-11-24,5.61,5.65,5.56,5.61,20774475.0,138897250.0,0.0
601006.SH,stock,2022-11-25,5.61,5.72,5.6,5.7,30652316.0,207581788.0,0.0
601006.SH,stock,2022-11-28,5.69,5.7,5.59,5.67,26324657.0,176898052.0,0.0
601006.SH,stock,2022-11-29,5.67,5.74,5.66,5.72,24745334.0,168259667.0,0.0
601006.SH,stock,2022-11-30,5.7,5.76,5.69,5.75,29225971.0,199507315.0,0.0
601006.SH,stock,2022-12-01,5.75,5.78,5.68,5.69,35983968.0,245268811.0,0.0
601006.SH,stock,2022-12-02,5.67,5.72,5.65,5.68,22734807.0,153737809.0,0.0
601006.SH,stock,2022-12-05,5.73,5.81,5.72,5.79,34498632.0,237728257.0,0.0
601006.SH,stock,2022-12-06,5.79,5.81,5.75,5.79,27028942.0,186256093.0,0.0
601006.SH,stock,2022-12-07,5.79,5.83,5.73,5.76,32275465.0,222330847.0,0.0
601006.SH,stock,2022-12-08,5.75,5.78,5.7,5.75,27047018.0,185020547.0,0.0
601006.SH,stock,2022-12-09,5.74,5.75,5.6,5.67,51528563.0,347700678.0,0.0
601006.SH,stock,2022-12-12,5.64,5.68,5.61,5.63,26853620.0,180612656.0,0.0
601006.SH,stock,2022-12-13,5.65,5.67,5.61,5.63,28459992.0,191156704.0,0.0
601006.SH,stock,2022-12-14,5.64,5.7,5.59,5.67,25387281.0,171267803.0,0.0
601006.SH,stock,2022-12-15,5.67,5.7,5.55,5.55,30741801.0,204893937.0,0.0
601006.SH,stock,2022-12-16,5.54,5.65,5.54,5.65,28156703.0,188309064.0,0.0
601006.SH,stock,2022-12-19,5.65,5.65,5.51,5.53,24582886.0,163099797.0,0.0
601006.SH,stock,2022-12-20,5.54,5.57,5.46,5.49,31177698.0,204615995.0,0.0
601006.SH,stock,2022-12-21,5.49,5.62,5.49,5.59,24131052.0,160256794.0,0.0
601006.SH,stock,2022-12-22,5.59,5.63,5.49,5.52,19532349.0,129567307.0,0.0
601006.SH,stock,2022-12-23,5.51,5.56,5.49,5.51,13411314.0,88340181.0,0.0
601006.SH,stock,2022-12-26,5.51,5.54,5.47,5.47,17849700.0,116763562.0,0.0
601006.SH,stock,2022-12-27,5.51,5.58,5.49,5.52,20244997.0,133547248.0,0.0
601006.SH,stock,2022-12-28,5.53,5.58,5.49,5.56,15867796.0,104961741.0,0.0
601006.SH,stock,2022-12-29,5.54,5.56,5.49,5.52,17397282.0,114615565.0,0.0
601006.SH,stock,2022-12-30,5.54,5.61,5.54,5.6,22264988.0,148267317.0,0.0
601006.SH,stock,2023-01-03,5.6,5.65,5.54,5.55,41600862.0,276422962.0,0.0
601006.SH,stock,2023-01-04,5.56,5.6,5.55,5.56,30025120.0,199171957.0,0.0
601006.SH,stock,2023-01-05,5.59,5.6,5.55,5.55,29309656.0,194435949.0,0.0
601006.SH,stock,2023-01-06,5.55,5.56,5.49,5.52,34353226.0,226636615.0,0.0
601006.SH,stock,2023-01-09,5.52,5.54,5.49,5.49,28496162.0,187071733.0,0.0
601006.SH,stock,2023-01-10,5.49,5.51,5.48,5.48,22572511.0,147664874.0,0.0
601006.SH,stock,2023-01-11,5.48,5.53,5.47,5.52,31626655.0,207417704.0,0.0
601006.SH,stock,2023-01-12,5.5,5.52,5.49,5.51,26777609.0,175627710.0,0.0
601006.SH,stock,2023-01-13,5.51,5.61,5.51,5.6,43868104.0,292001690.0,0.0
601006.SH,stock,2023-01-16,5.61,5.63,5.56,5.6,31400035.0,209705971.0,0.0
601006.SH,stock,2023-01-17,5.6,5.6,5.56,5.59,18922305.0,125889711.0,0.0
601006.SH,stock,2023-01-18,5.59,5.6,5.55,5.58,19384816.0,128727945.0,0.0
601006.SH,stock,2023-01-19,5.57,5.59,5.56,5.59,14213080.0,94413534.0,0.0
601006.SH,stock,2023-01-20,5.59,5.62,5.57,5.62,20733889.0,138532428.0,0.0
601006.SH,stock,2023-01-30,5.64,5.65,5.59,5.6,33860850.0,226691294.0,0.0
601006.SH,stock,2023-01-31,5.6,5.64,5.59,5.62,29502746.0,197794290.0,0.0
601006.SH,stock,2023-02-01,5.62,5.64,5.6,5.62,21070411.0,141149191.0,0.0
601006.SH,stock,2023-02-02,5.62,5.64,5.6,5.61,22938692.0,153753624.0,0.0
601006.SH,stock,2023-02-03,5.61,5.62,5.57,5.58,22804800.0,151898204.0,0.0
601006.SH,stock,2023-02-06,5.57,5.6,5.55,5.58,23810903.0,158422332.0,0.0
601006.SH,stock,2023-02-07,5.58,5.6,5.57,5.6,15577544.0,103805716.0,0.0
601006.SH,stock,2023-02-08,5.61,5.64,5.59,5.6,18889363.0,126328504.0,0.0
601006.SH,stock,2023-02-09,5.6,5.62,5.59,5.6,17919684.0,119698733.0,0.0
601006.SH,stock,2023-02-10,5.6,5.63,5.6,5.61,17336206.0,115995561.0,0.0
601006.SH,stock,2023-02-13,5.63,5.63,5.6,5.62,23374709.0,156340370.0,0.0
601006.SH,stock,2023-02-14,5.63,5.65,5.61,5.63,21551861.0,144467889.0,0.0
601006.SH,stock,2023-02-15,5.63,5.64,5.6,5.61,18289973.0,122345155.0,0.0
601006.SH,stock,2023-02-16,5.61,5.64,5.56,5.58,29922518.0,200149979.0,0.0
601006.SH,stock,2023-02-17,5.58,5.61,5.57,5.58,20977375.0,139937231.0,0.0
601006.SH,stock,2023-02-20,5.6,5.65,5.58,5.65,28664119.0,192067135.0,0.0
601006.SH,stock,2023-02-21,5.65,5.73,5.64,5.7,26053888.0,176765750.0,0.0
601006.SH,stock,2023-02-22,5.7,5.71,5.68,5.7,16023948.0,108877894.0,0.0
601006.SH,stock,2023-02-23,5.7,5.73,5.67,5.69,15521281.0,105558156.0,0.0
601006.SH,stock,2023-02-24,5.7,5.7,5.66,5.68,15077311.0,102112137.0,0.0
601006.SH,stock,2023-02-27,5.68,5.73,5.67,5.72,20493902.0,139366838.0,0.0
601006.SH,stock,2023-02-28,5.72,5.73,5.7,5.7,19114598.0,130056532.0,0.0
601006.SH,stock,2023-03-01,5.72,5.8,5.7,5.78,41452216.0,285317373.0,0.0
601006.SH,stock,2023-03-02,5.78,5.86,5.76,5.84,40360930.0,280440829.0,0.0
601006.SH,stock,2023-03-03,5.86,5.94,5.82,5.92,52383804.0,368414283.0,0.0
601006.SH,stock,2023-03-06,5.92,6.0,5.91,5.93,49230649.0,349502430.0,0.0
601006.SH,stock,2023-03-07,5.93,6.2,5.92,6.02,100438353.0,729509724.0,0.0
601006.SH,stock,2023-03-08,6.0,6.1,5.96,6.07,43906651.0,316560069.0,0.0
601006.SH,stock,2023-03-09,6.11,6.17,6.08,6.12,41827760.0,305454623.0,0.0
601006.SH,stock,2023-03-10,6.09,6.1,5.96,5.96,49931542.0,358527173.0,0.0
601006.SH,stock,2023-03-13,6.0,6.11,5.98,6.1,42549576.0,306359576.0,0.0
601006.SH,stock,2023-03-14,6.08,6.17,6.07,6.07,44041084.0,320827238.0,0.0
601006.SH,stock,2023-03-15,6.07,6.15,6.03,6.12,34566245.0,251376969.0,0.0
601006.SH,stock,2023-03-16,6.12,6.17,6.09,6.13,41798428.0,306291410.0,0.0
